CODARCO;CODVIA;NOMEVIA;NUMQUART;Quartiere;Da;A;COD_NODO1;COD_NODO2;DATA_ISTIT;LUNGHEZ;CIVICO_MIN;ESPONENTE_;CIVICO_MAS;ESPONENTE0;CIVICO_MI0;ESPONENTE1;CIVICO_MA0;ESPONENTE2;Geo Point;Geo Shape;Codice nazionale Anncsu strada;NOME_PULITO;GENERE;PERSONA_ID
6113;37650;VIA MELOZZO DA FORLI';11;Borgo Panigale - Reno;VIA MELOZZO DA FORLI';VIA INNOCENZO DA IMOLA;8650;13875;1997-05-19;12.0;30;;32;;;;;;44.503131233545886, 11.301083775313742;"{""coordinates"": [[11.301154386775677, 44.50310749730942], [11.301013163851808, 44.50315496978236]], ""type"": ""LineString""}";760008;MELOZZO DA FORLI';Male;0be9eb8d7c791d48fc8198080523dfef
6124;7550;VIA BERRETTA ROSSA;11;Borgo Panigale - Reno;VIA BERRETTA ROSSA;VIA BERRETTA ROSSA;13881;13883;1997-05-19;56.0;70;;74;2;;;;;44.50341273527979, 11.306556296240968;"{""coordinates"": [[11.306713880459183, 44.503640417805464], [11.306398712022753, 44.50318505275411]], ""type"": ""LineString""}";758940;BERRETTA ROSSA;Male;5d7fecf1f227c3399c5d3ff391903c12
9954;57110;ROTONDA TAXISTI VITTIME STRAGE 2 AGOSTO 1980;14;San Donato - San Vitale;VIA STALINGRADO;VIA STALINGRADO;17218;17227;2006-10-13;25.0;;;;;;;;;44.517007775959534, 11.363947221832767;"{""coordinates"": [[11.36383749783332, 44.51706469646018], [11.363874005156513, 44.51705892604165], [11.363918028803745, 44.51704424947798], [11.36395392915278, 44.51702347534616], [11.36398346663171, 44.51699657619924], [11.3640024559707, 44.516968644135645], [11.364009953671282, 44.516937817166536], [11.364011341430036, 44.51690711673049]], ""type"": ""LineString""}";760540;TAXISTI VITTIME STRAGE 2 AGOSTO 1980;Toponimo;7d36d24bfeac9ba1e08687ea56402556
3386;11750;VIA SERAFINO CALINDRI;14;San Donato - San Vitale;VIA FILIPPO BEROALDO;VIA ADELAIDE RISTORI;10533;10534;1991-10-21;185.0;8;;22;B;5;;15;;44.50149836472074, 11.371325893450496;"{""coordinates"": [[11.37176379420414, 44.50226933028444], [11.370966830365115, 44.500864938321456], [11.370882012915823, 44.50073098618737]], ""type"": ""LineString""}";760323;SERAFINO CALINDRI;Male;c35dfd8af24300d46136d1050f446ade
3405;7500;VIA FILIPPO BEROALDO;14;San Donato - San Vitale;VIA LUIGI NEGRELLI;VIA ISABELLA ANDREINI;10535;10539;1991-10-21;195.0;34;;36;;59;;65;;44.500186553644696, 11.372205037860972;"{""coordinates"": [[11.37114008439056, 44.50062433791858], [11.373269991331385, 44.499748769370804]], ""type"": ""LineString""}";759549;FILIPPO BEROALDO;Male;5d641de56904112df76fab17c5a69489
3409;9320;VIA LYDA BORELLI;14;San Donato - San Vitale;VIA GASPARE UNGARELLI;VIA LYDA BORELLI;13580;10557;1992-01-10;76.0;22;;32;;;;;;44.501942982542616, 11.368870002049434;"{""coordinates"": [[11.368435893628755, 44.5020846980315], [11.369304110470114, 44.50180126705373]], ""type"": ""LineString""}";759945;LYDA BORELLI;Female;de82111b6b54f6ebfd32fd162d39e9d2
7415;49950;VIA CORRADO RICCI;14;San Donato - San Vitale;VIA CORRADO RICCI;VIA CORRADO RICCI;14959;14960;1997-06-30;84.0;2;;2;;;;;;44.499602587600705, 11.370734391695855;"{""coordinates"": [[11.370302322645177, 44.49981989171853], [11.370694912174232, 44.49962213591765], [11.37116668677369, 44.49938573337219]], ""type"": ""LineString""}";759080;CORRADO RICCI;Male;2b5a832d161156b094bfc2d92ccd9ba2
11017;52840;ROTONDA SABINA SANTILLI;14;San Donato - San Vitale;ROTONDA SABINA SANTILLI;ROTONDA SABINA SANTILLI;10976;17631;2011-11-24;55.0;;;;;;;;;44.51298201234498, 11.43333438271429;"{""coordinates"": [[11.433028995707495, 44.512894650140666], [11.43311859217049, 44.51289684554209], [11.433232927669705, 44.512926025316865], [11.433300987695768, 44.51294733293785], [11.433362869271413, 44.51298100669328], [11.43347475456269, 44.513043493875315], [11.433625035306557, 44.51311888224822]], ""type"": ""LineString""}";1094670;SABINA SANTILLI;Female;8a1aac98bacdc2e60e0f491193fb3aba
7516;26130;VIA GENOVA;16;Savena;VIA BARTOLOMEO MARIA DAL MONTE;PASSAGGIO GIOVANNI PALATUCCI;6708;15252;1997-08-20;44.0;;;;;;;;;44.473580252255246, 11.39247813439295;"{""coordinates"": [[11.392233956944766, 44.47367001238964], [11.392722311841135, 44.47349049212086]], ""type"": ""LineString""}";759641;GENOVA;Toponimo;cdd1b072f32650748e322d9c602400ba
7364;25550;VIA ANTONIO GANDUSIO;14;San Donato - San Vitale;VIA ANTONIO GANDUSIO;VIA ANTONIO GANDUSIO;14918;14919;1997-06-26;50.0;;;;;23;;27;F;44.50483483899954, 11.355487662798616;"{""coordinates"": [[11.355387074439829, 44.50462314858804], [11.355588251157403, 44.50504652941104]], ""type"": ""LineString""}";758841;ANTONIO GANDUSIO;Male;a7df7f0569cf6592b5a88bb4f4397dc5
7377;23100;VIA TIBERIO FIORILLI;14;San Donato - San Vitale;VIA STALINGRADO;VIA TIBERIO FIORILLI;14927;10494;1997-06-26;105.0;2;;2;A;1;;3;;44.50653985509476, 11.355575627695515;"{""coordinates"": [[11.356202554856699, 44.5063893770026], [11.354948700534331, 44.506690333186924]], ""type"": ""LineString""}";760357;TIBERIO FIORILLI;Male;a9fe7824fd53b949bd6ef935ea348967
7383;49750;VIALE DELLA REPUBBLICA;14;San Donato - San Vitale;VIA ERMANNO GALEOTTI;VIALE DELLA REPUBBLICA;10473;14933;1997-06-26;72.0;2;;2;E;1;;5;D;44.50365025708955, 11.36370281105983;"{""coordinates"": [[11.36344617739488, 44.503915241232], [11.36395944472478, 44.50338527294709]], ""type"": ""LineString""}";759324;DELLA REPUBBLICA;Toponimo;086810ab4706ee79f6f82c484e04bebc
5906;50200;VIA RIGOSA;11;Borgo Panigale - Reno;VIA OLMETOLA;VIA RIGOSA;13680;8426;1997-05-06;212.0;;;;;;;;;44.51108238592623, 11.237741978477091;"{""coordinates"": [[11.236744910452215, 44.51047549285213], [11.236799497909747, 44.510527394442704], [11.236876081580636, 44.510594205392714], [11.236946232979655, 44.510645801943554], [11.23712578373696, 44.510758713791674], [11.237175232579037, 44.510785472679245], [11.237446569547366, 44.51091530159131], [11.237826697647757, 44.51110363863528], [11.23808063935969, 44.51122168055763], [11.238311429467677, 44.51136789477481], [11.238396484234558, 44.511439003876326], [11.238439210474397, 44.51147974898888], [11.238687433633464, 44.51175357418441]], ""type"": ""LineString""}";760210;RIGOSA;Toponimo;978b238f412e1eba5c0a6ff165cee429
6559;57050;VIA ALESSANDRO TASSONI;11;Borgo Panigale - Reno;VIA ALESSANDRO TASSONI;VIA ALESSANDRO TASSONI;14235;8498;1997-06-06;230.0;26;2;28;A;9;;15;;44.53617769158445, 11.242781407802985;"{""coordinates"": [[11.242247921624843, 44.53521728144396], [11.242269579120604, 44.535242756361754], [11.24257653060587, 44.5357936150042], [11.242870415465957, 44.536353777048326], [11.24331337075473, 44.53713969147233]], ""type"": ""LineString""}";758765;ALESSANDRO TASSONI;Male;c400f8eec212eea47352eb2530d7fedc
8253;6400;VIA BELLINZONA;13;Porto - Saragozza;VIA BELLINZONA;VIA BELLINZONA;16264;16265;1998-06-15;22.0;12;;16;;;;;;44.488555964724696, 11.324664704994518;"{""coordinates"": [[11.324560467026513, 44.488621650255425], [11.324768942962523, 44.48849027919397]], ""type"": ""LineString""}";758923;BELLINZONA;Toponimo;6ea370f0c9b53e09aafcc6eaa911cd3b
8644;14970;VIA SANTA CATERINA DI QUARTO;14;San Donato - San Vitale;VIA SANTA CATERINA DI QUARTO;VIA SANTA CATERINA DI QUARTO;16574;10966;1999-06-15;301.0;;;;;;;;;44.51237546690931, 11.418082167120726;"{""coordinates"": [[11.416311605592098, 44.51195471637329], [11.416513870468972, 44.51198258274513], [11.416811330172957, 44.51202849997589], [11.417087228954568, 44.51208270520336], [11.417529221538118, 44.51218299628162], [11.418566799876396, 44.51247951819776], [11.419815349794577, 44.512936341189715]], ""type"": ""LineString""}";760288;SANTA CATERINA DI QUARTO;Female;843e6a9a690aa3858d6e976c581a0f1b
10895;5370;VIA GIORGIO BASSANI;12;Navile;;;17583;17575;2013-10-01;63.0;;;;;;;;;44.51333273386376, 11.336695312563263;"{""coordinates"": [[11.337082064088897, 44.51328107367646], [11.336308561037628, 44.51338439405106]], ""type"": ""LineString""}";760468;GIORGIO BASSANI;Male;7da3e156a82f580e17c5da1fc9b0dc0f
10898;36730;VIA CESARE MASINA;12;Navile;VIA DELFINO INSOLERA;VIA GIORGIO BASSANI;17583;17584;2013-11-29;245.0;10;;18;A;;;;;44.512403806608695, 11.337687241565686;"{""coordinates"": [[11.338764313291696, 44.51191139631632], [11.338668400207798, 44.51190874302731], [11.338572201755985, 44.5119212828259], [11.338521752653163, 44.5119301395565], [11.33850136943625, 44.51193733605151], [11.338483686363643, 44.51194755610522], [11.338474268201711, 44.51195303354469], [11.338459398281813, 44.511964699393765], [11.338446150147734, 44.51197790746666], [11.33842987667686, 44.512004492301266], [11.338374856949702, 44.512090306469304], [11.338356885787436, 44.51211471143939], [11.338342868798915, 44.512130401951474], [11.33832957165866, 44.512142386665985], [11.338312718857106, 44.51215197751134], [11.33829240931027, 44.51216101798494], [11.33824982216925, 44.51217299048406], [11.338193321395298, 44.51218153890535], [11.33813937325695, 44.51219005301942], [11.337840925767056, 44.51222989817983], [11.337766644211857, 44.51223773923189], [11.337741616792151, 44.512236406246465], [11.337723416482563, 44.512233700093375], [11.33770079344861, 44.51222799663027], [11.337679966775545, 44.51222411090365], [11.337660031976524, 44.512220819083375], [11.33763526667655, 44.51221817533536], [11.337602343819295, 44.512221388250076], [11.337560303343858, 44.51222532801471], [11.33749781791423, 44.51223524099511], [11.337458600924107, 44.51224528966081], [11.33743575084047, 44.51225561535412], [11.337422305629671, 44.51226390294188], [11.337409008266901, 44.51227588755354], [11.337399068711386, 44.51228594888148], [11.337386921517304, 44.512305301042744], [11.33731599559576, 44.51241970843321], [11.337208183214123, 44.512586410673336], [11.337057973902967, 44.512823048457506], [11.337042617815479, 44.51284648141865], [11.337004595459028, 44.51291033178174], [11.336996550280267, 44.51292466651766], [11.336992206534857, 44.5129406359622], [11.336989281271162, 44.512958097799554], [11.336990628521487, 44.51297039472381], [11.33700336433948, 44.51302207876546], [11.337082064088897, 44.51328107367646]], ""type"": ""LineString""}";760490;CESARE MASINA;Male;cddff639db0685cf9cfd8803e57526a1
9013;61360;VIA DEL VETRAIO;14;San Donato - San Vitale;VIA ENEA STEFANI;VIA MAESTRI DEL LAVORO;15910;16852;2000-05-12;118.0;24;;24;B;21;;21;;44.50365195772869, 11.42074503159444;"{""coordinates"": [[11.42104228273263, 44.504136586225975], [11.420447780456247, 44.50316732923142]], ""type"": ""LineString""}";759275;DEL VETRAIO;Toponimo;f6a66cf2bb76b164959835564b4e7df5
6134;39800;VIA BRUNO MONTERUMICI;13;Porto - Saragozza;VIA BRUNO MONTERUMICI;VIA LIBERO BERGONZONI;8790;13888;1997-05-19;162.0;36;;36;9;;;;;44.502977007631955, 11.308801557668437;"{""coordinates"": [[11.309250205668915, 44.50363202678588], [11.308352909667956, 44.50232198847804]], ""type"": ""LineString""}";758962;BRUNO MONTERUMICI;Male;b0e31efa603a8f9ce18b7d985c67a864
7529;4070;VIA ALBERTO BACCHI DELLA LEGA;16;Savena;VIA ALBERTO BACCHI DELLA LEGA;VIA CESARE PAVESE;5516;15264;1997-10-02;50.0;12;;14;;;;;;44.45010484248644, 11.359672759340821;"{""coordinates"": [[11.359400523519072, 44.45022041047963], [11.359497594460233, 44.45017099623987], [11.359564015802674, 44.45013228939574], [11.359621676921142, 44.45010106473087], [11.359703195476499, 44.450071795601446], [11.359750313737704, 44.45006027051682], [11.359791944150237, 44.45005291004466], [11.359829192516132, 44.45004970933703], [11.35986093299454, 44.45004986342903], [11.359961151823496, 44.450060503355836]], ""type"": ""LineString""}";758727;ALBERTO BACCHI DELLA LEGA;Male;d3370f4aa1e50e3a47079ccca06eea2b
7353;10000;VIA PAOLO BOVI CAMPEGGI;13;Porto - Saragozza;VIA PAOLO BOVI CAMPEGGI;VIA PAOLO BOVI CAMPEGGI;14899;14902;1997-06-24;99.0;8;;10;;;;;;44.5061933965127, 11.33288168507718;"{""coordinates"": [[11.333047748165736, 44.505763478790435], [11.333008103748377, 44.50587242790707], [11.332829719163035, 44.50631095165613], [11.332784950951199, 44.5064333832151], [11.33274497586201, 44.5065964894447], [11.33271530034161, 44.506614803918914]], ""type"": ""LineString""}";760093;PAOLO BOVI CAMPEGGI;Male;9463a7c9a8d1815c9439cc6fd8011987
7694;18150;PIAZZA DELLA COSTITUZIONE;14;San Donato - San Vitale;PIAZZA DELLA COSTITUZIONE;VIALE ALDO MORO;16623;15469;1997-11-04;382.0;2;;8;3;3;;15;;44.511586305143126, 11.360776096177924;"{""coordinates"": [[11.359193095144533, 44.51238066373465], [11.36129739090081, 44.51182042562996], [11.361413433517672, 44.511767925916], [11.36145424696692, 44.51169505213708], [11.361507931612138, 44.51161565529242], [11.361601556802727, 44.511441481412874], [11.36161910656979, 44.51133465406231], [11.361001818307757, 44.510146661528246]], ""type"": ""LineString""}";759295;DELLA COSTITUZIONE;Toponimo;c1ee487b8994ada820f20e779f5cec80
7822;30130;VIA IMOLA;12;Navile;VIA RIMINI;VIA IMOLA;15652;15651;1997-12-01;84.0;8;;10;B;7;;13;A;44.52937687366199, 11.353722513847638;"{""coordinates"": [[11.353924415025604, 44.529720748875484], [11.353841424033655, 44.52961976827355], [11.35354111410004, 44.529019684504696]], ""type"": ""LineString""}";759833;IMOLA;Toponimo;03f61f936b1a307c5180e20e974e3fdf
9810;6280;VIA ATHOS BELLETTINI;14;San Donato - San Vitale;VIA SERENA;VIALE ALDO MORO;16869;17169;2006-02-08;258.0;12;;20;;;;;;44.50940754678667, 11.359443836351586;"{""coordinates"": [[11.360282312975597, 44.50874151254412], [11.360128086872853, 44.50877049366647], [11.35955084283098, 44.508939899750025], [11.359334317765038, 44.509041854929556], [11.359169891911279, 44.50919718948393], [11.358986031372329, 44.50938690109641], [11.359052247020237, 44.50951290997295], [11.35918917025151, 44.50977769942962], [11.359320981624856, 44.51005202004642], [11.359406259783459, 44.51020516454786], [11.35948606841865, 44.510325652710854], [11.359545384152494, 44.510463624264275]], ""type"": ""LineString""}";758882;ATHOS BELLETTINI;Male;58cb9bac861ebc523d4b613fda283d03
9814;70;VIA NICOLO' DELL'ABATE;11;Borgo Panigale - Reno;VIA BARTOLOMEO RAMENGHI;VIA EGNAZIO DANTI;17172;15490;2006-02-09;57.0;;;;;25;;27;;44.49498676461985, 11.300003057834367;"{""coordinates"": [[11.299717887711108, 44.49514006262875], [11.300288227957624, 44.494833466610956]], ""type"": ""LineString""}";760052;NICOLO' DELL'ABATE;Male;8b8aeca561ea2de4c7d60c30e75946ce
9820;55350;VIA DEL SOSTEGNAZZO;12;Navile;NOME VIA DA ISTITUIRE;VIA DEL SOSTEGNAZZO;17174;10739;2006-02-23;109.0;;;;;;;;;44.53163577067889, 11.344071597220035;"{""coordinates"": [[11.344744377330349, 44.53153459472676], [11.34339881710972, 44.53173694663102]], ""type"": ""LineString""}";759263;DEL SOSTEGNAZZO;Toponimo;1211e60775dec8f5b7d36c7ac6d2ffb9
10263;3110;ROTONDA GIOVANNI SABADINO DEGLI ARIENTI;14;San Donato - San Vitale;VIA GALEAZZO MARESCOTTI;VIALE GIOVANNI II BENTIVOGLIO;17324;17323;2007-09-25;313.0;;;;;;;;;44.492686364480875, 11.412934292610313;"{""coordinates"": [[11.413441688736352, 44.49205364494554], [11.413528272581702, 44.49210919673291], [11.413607768246097, 44.492185901344726], [11.41366727467903, 44.49226066989272], [11.413699861759076, 44.49232649189584], [11.41372962145835, 44.49240425707855], [11.413739292976825, 44.49247769366437], [11.413735890629399, 44.49255616006175], [11.413710258133463, 44.492658854323146], [11.413667463054875, 44.492747660395274], [11.413591786559971, 44.49284428274084], [11.413489007380097, 44.492927226993565], [11.413365662479302, 44.49299397819531], [11.413221811797744, 44.493046902690566], [11.413040697765195, 44.49308161928933], [11.412888265816875, 44.49308721816123], [11.41273827003444, 44.49307138421469], [11.412583965419273, 44.49303189233824], [11.412455808849119, 44.49298233191532], [11.412370559331077, 44.49292712022764], [11.412277892166536, 44.492853069789476], [11.412212045685708, 44.492785564541606], [11.412158588601153, 44.49269642532803], [11.412113113568594, 44.49255960180899], [11.412112711309858, 44.49246934145243], [11.412125957743886, 44.492388290403035], [11.412155987345532, 44.49231163806134], [11.412196361010523, 44.4922442738461], [11.412250272733983, 44.492183744566795], [11.412307807826082, 44.49213025972988], [11.412368416184425, 44.492078105315116]], ""type"": ""LineString""}";760464;GIOVANNI SABADINO DEGLI ARIENTI;Male;b4d581a9ceea3bc9aea0a620dd31b49d
8316;48600;VIA VITTORIO PUTTI;15;Santo Stefano;VIA VITTORIO PUTTI;VIA VITTORIO PUTTI;16309;16310;1998-06-17;61.0;;;;;11;;15;;44.48110987448369, 11.346206853423594;"{""coordinates"": [[11.346118297485056, 44.4808537635906], [11.346186323608771, 44.48093993379636], [11.346205540086864, 44.48099549901669], [11.346226530189709, 44.481179963041804], [11.346234815561129, 44.48138658250798]], ""type"": ""LineString""}";760445;VITTORIO PUTTI;Male;01c5d8a1f8f0c5d9ed765a4813764076
7469;32230;PIAZZA GIUSEPPE LIPPARINI;14;San Donato - San Vitale;VIA TOMMASO CASINI;VIA GRAZIA DELEDDA;15479;15050;1997-07-07;92.0;;;;;;;;;44.51032433577284, 11.396914038122373;"{""coordinates"": [[11.397200938007158, 44.51068135758877], [11.396627138237589, 44.50996731395691]], ""type"": ""LineString""}";759782;GIUSEPPE LIPPARINI;Male;87dada6fc6ff92639f58cfbdb5e192f7
8065;30240;VIA SCIPIONE INNOCENTI;14;San Donato - San Vitale;VIA EDOARDO WEBER;VIA SCIPIONE INNOCENTI;16089;16088;1998-02-13;60.0;30;;34;;41;;49;;44.50211499916076, 11.394340017963899;"{""coordinates"": [[11.394051097353602, 44.50206914479203], [11.394113734044582, 44.50216694938779], [11.394149267134868, 44.5021794649186], [11.394190308331524, 44.50217566028859], [11.39466911340544, 44.50203381022867]], ""type"": ""LineString""}";760319;SCIPIONE INNOCENTI;Male;3bce05cd1f7080394845fcf468868c5d
8080;56070;VIA ENEA STEFANI;14;San Donato - San Vitale;VIA DEL VETRAIO;VIA ENEA STEFANI;15910;16148;1998-03-03;184.0;2;;12;;1;;5;B;44.503801488637436, 11.422098072647438;"{""coordinates"": [[11.42104228273263, 44.504136586225975], [11.423153862562247, 44.50346639104889]], ""type"": ""LineString""}";759486;ENEA STEFANI;Male;efa07f54f8e94ef64c56002b917531ec
8084;30280;VIA DELL'INTAGLIATORE;14;San Donato - San Vitale;VIA DEL MURATORE;VIA DEL MOBILIERE;10932;16115;1998-03-03;278.0;2;;20;;1;;15;;44.50378366737207, 11.410281838612775;"{""coordinates"": [[11.411881405103559, 44.503278935530304], [11.410084535166813, 44.50384423095244], [11.408683385692585, 44.50429191146725]], ""type"": ""LineString""}";759375;DELL'INTAGLIATORE;Toponimo;e1a1af32f1e4c2cdf57dd5fa380939b5
8085;38970;VIA DEL MOBILIERE;14;San Donato - San Vitale;VIA DEL MOBILIERE;VIA DELL'INTAGLIATORE;16115;15657;1998-03-03;128.0;;;;;;;;;44.50481578607867, 11.409010480203278;"{""coordinates"": [[11.408683385692585, 44.50429191146725], [11.409337574713973, 44.5053396606901]], ""type"": ""LineString""}";759228;DEL MOBILIERE;Toponimo;63b8448735795e2e9146815b4ea51db4
2596;47180;VIA DEL PONTELUNGO;11;Borgo Panigale - Reno;VIA EMILIA PONENTE;VIA EDGAR ALLAN POE;8693;15849;1991-10-21;183.0;2;;10;;1;;9;B;44.511908714975995, 11.286254792609682;"{""coordinates"": [[11.286923025402835, 44.51257628168837], [11.285586559816531, 44.51124114826362]], ""type"": ""LineString""}";759251;DEL PONTELUNGO;Toponimo;d73774403db7e891a3f69e688cfc83aa
2598;17850;VIA CESARE CORRENTI;11;Borgo Panigale - Reno;VIA MARCO EMILIO LEPIDO;VIA PANIGALE;8715;8716;1991-10-21;185.0;2;;14;C;1;;7;;44.51657453095733, 11.280226240779445;"{""coordinates"": [[11.279711178268382, 44.51582678539977], [11.28074130329051, 44.51732227651489]], ""type"": ""LineString""}";759047;CESARE CORRENTI;Male;e5bedffb1271b82198e774147ee0a4dc
2511;29300;VIA FRANCESCO GUARDI;11;Borgo Panigale - Reno;VIA FRANCESCO DEL COSSA;VIA PIERO DELLA FRANCESCA;8648;8649;1991-10-21;134.0;2;;8;;1;;7;;44.501076335823115, 11.297720760398054;"{""coordinates"": [[11.29812001884922, 44.50160611826885], [11.297321501946886, 44.50054655337738]], ""type"": ""LineString""}";759581;FRANCESCO GUARDI;Male;8a97c481ea341d4879f7b5129f86f0c2
2518;19600;VIA FRANCESCO DEL COSSA;11;Borgo Panigale - Reno;VIA BATTINDARNO;VIA FRANCESCO GUARDI;8648;8642;1991-10-21;68.0;2;;2;2;1;;3;;44.50174538432005, 11.297739141772855;"{""coordinates"": [[11.29812001884922, 44.50160611826885], [11.297358264696488, 44.501884650371245]], ""type"": ""LineString""}";759578;FRANCESCO DEL COSSA;Male;9210a788abf2e40e45ee57fdea5183e8
8659;58420;ROTONDA GIUSEPPE ANTONIO TORRI;14;San Donato - San Vitale;VIA GIOVAN BATTISTA MARTINETTI;VIA SANTA CATERINA DI QUARTO;16582;16583;1999-06-16;157.0;;;;;;;;;44.511404378172536, 11.4130688604804;"{""coordinates"": [[11.41220768815608, 44.51127528933085], [11.41241319964944, 44.511280110855], [11.41277934846506, 44.51129073732169], [11.41303651312389, 44.51130365751902], [11.41316217436721, 44.51131707060848], [11.413239861801053, 44.51133379344272], [11.413324704815675, 44.51136872114919], [11.41343615092184, 44.51142604284184], [11.413525336559823, 44.51148843539998], [11.413629534459973, 44.511603292432895], [11.413681594146135, 44.511698608989654], [11.413700841513094, 44.51177624513774], [11.41370106783176, 44.51187159539734]], ""type"": ""LineString""}";760564;GIUSEPPE ANTONIO TORRI;Male;a24db52cb2e0e2c0d9a62fa611bc2106
7455;15430;VIALE SERGIO CAVINA;16;Savena;ROTONDA VERENIN GRAZIA;VIALE SERGIO CAVINA;14988;6846;1997-06-30;558.0;4;;12;;5;;9;;44.472291023724104, 11.39559128247485;"{""coordinates"": [[11.394369774117424, 44.469917535978425], [11.394470140033704, 44.47004203444641], [11.394643647900011, 44.47032960222316], [11.395152058330753, 44.47168562190483], [11.395249938687963, 44.47193175202052], [11.395372262120423, 44.47221046271549], [11.395570912970639, 44.47254714175177], [11.395748109602662, 44.47281146661444], [11.396622194397498, 44.4739546167227], [11.397059453944676, 44.474525032289016]], ""type"": ""LineString""}";760326;SERGIO CAVINA;Male;9bc1a971c0be1db9e54c05d9faeafa63
2529;60150;VIA VALERIA;11;Borgo Panigale - Reno;VIA BATTINDARNO;VIA VALERIA;8673;8674;1991-10-21;126.0;2;;20;;1;;21;;44.50549214251653, 11.300421854953226;"{""coordinates"": [[11.299728515355044, 44.50576785532875], [11.301115194551409, 44.505216429704305]], ""type"": ""LineString""}";760403;VALERIA;Female;09f4a27fcc7774b40417aabae6fee079
2538;31150;VIA SILVESTRO LEGA;11;Borgo Panigale - Reno;VIA SPERANZA;VIA SILVESTRO LEGA;8676;8677;1992-01-10;103.0;2;;6;;1;;11;A;44.50694841367722, 11.296277241732216;"{""coordinates"": [[11.29687586672365, 44.50677671599539], [11.295678616740785, 44.50712011135904]], ""type"": ""LineString""}";760333;SILVESTRO LEGA;Male;87e4f1021f1e86ddf929b15e11e159cb
7847;10850;VIA LUIGI BUSI;13;Porto - Saragozza;VIA OLINDO GUERRINI;VIA LUIGI BUSI;13907;15699;1997-12-01;82.0;6;;14;;7;;11;;44.496421212444446, 11.321869051544734;"{""coordinates"": [[11.32201142341394, 44.49677574175749], [11.321726679675526, 44.4960666831314]], ""type"": ""LineString""}";759923;LUIGI BUSI;Male;2d6998fbb414448a38f9b48f72af7260
2569;11000;VIA SEBASTIANO CABOTO;11;Borgo Panigale - Reno;VIA DEL GRETO;VIA DEL GRETO;8706;14471;1992-01-10;130.0;2;;10;2;1;;13;;44.509885204563155, 11.286979815597046;"{""coordinates"": [[11.28761226194351, 44.51025913772643], [11.286947912481486, 44.50986432641976], [11.28634551542254, 44.509514426612995]], ""type"": ""LineString""}";760320;SEBASTIANO CABOTO;Male;5c039589ba7f87922b299a78c2bd8913
2571;20060;VIA FRANCESCO DE SANCTIS;11;Borgo Panigale - Reno;VIA DEL FAGGIOLO;VIA FRANCESCO DE SANCTIS;8683;8708;1992-01-10;147.0;2;;6;;;;;;44.511252596648895, 11.282406300117707;"{""coordinates"": [[11.283215833183512, 44.51097060967428], [11.282003437184851, 44.511367594546705], [11.281947086336109, 44.51139177657758], [11.281898413468591, 44.511428615759286], [11.281648519457368, 44.51163088398303]], ""type"": ""LineString""}";759577;FRANCESCO DE SANCTIS;Male;3e2ef21edd9798f95f77ac1984cf624f
2579;10060;VIA DONATO BRAMANTE;11;Borgo Panigale - Reno;VIA MARCO EMILIO LEPIDO;VIA DONATO BRAMANTE;8463;8723;1992-01-10;83.0;2;;2;;1;;3;;44.51685735222593, 11.275607740082375;"{""coordinates"": [[11.275830781885972, 44.517194521812506], [11.275384698278776, 44.51652018263935]], ""type"": ""LineString""}";759460;DONATO BRAMANTE;Male;fb7e472a8a6a0bde816f48d863d94a91
2582;35050;VIA MARCO CELIO;11;Borgo Panigale - Reno;VIA PANIGALE;VIA ARNALDO DA BRESCIA;8713;8726;1992-01-10;68.0;2;;8;;1;;1;2;44.51601723796297, 11.281793114756844;"{""coordinates"": [[11.281589446427581, 44.5162863101463], [11.281671365042667, 44.51617404034689], [11.281842505088143, 44.51595191131995], [11.282000051826694, 44.51575064262617]], ""type"": ""LineString""}";759968;MARCO CELIO;Male;f00f26e890cbfe69acf4bab4db3d4cee
10906;51480;ROTONDA ALDO ROSSI;12;Navile;VIA PIERO GOBETTI;VIA DELFINO INSOLERA;17587;17588;2014-01-20;27.0;;;;;;;;;44.513507427260755, 11.339150084271097;"{""coordinates"": [[11.339212854424867, 44.51359641565946], [11.3392026437253, 44.51359435625093], [11.339192249737629, 44.513591175277405], [11.339180116490061, 44.51358697664378], [11.339171063235083, 44.513582714894994], [11.339161117684483, 44.51357753516375], [11.339149065609158, 44.51356939174227], [11.339140863349652, 44.51356218672109], [11.339131348393886, 44.513552361845505], [11.339123928483746, 44.5135417558293], [11.33911930311055, 44.51353212784384], [11.339116121822347, 44.51352431579209], [11.339113508486168, 44.51350963215171], [11.33911380275748, 44.51349906611908], [11.33911525215489, 44.51348844040642], [11.33911908069331, 44.513476901696755], [11.339124256701716, 44.51346727992867], [11.339129151273465, 44.513459428429066], [11.339136209918538, 44.51345157759747], [11.339144039375006, 44.51344380999864], [11.339157169806972, 44.51343394420901], [11.339168434266222, 44.513427753688745], [11.339179233671283, 44.51342251796587], [11.339194043336818, 44.51341720006473], [11.339204105944832, 44.51341461718784]], ""type"": ""LineString""}";1330252;ALDO ROSSI;Male;7474bc3aef02e311c0b5c57c1ddfe1f7
